greenhouse_id,crop_type,variety,planting_date,harvest_date,days_to_maturity,avg_temperature_C,min_temperature_C,max_temperature_C,humidity_percent,co2_ppm,light_intensity_lux,photoperiod_hours,irrigation_mm,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha,pest_severity,soil_pH,yield_kg_per_m2
3,Lettuce,Leaf,16-06-23,22-07-23,36,17.6,16,18.9,59.5,889,38146,16,4.6,148,51,140,2.1,7.5,8.91
1,Tomato,Roma,23-07-23,11-10-23,80,,,,,,,15.4,8.6,246,68,192,6.2,6.8,11.48
2,Lettuce,Romaine,31-08-23,06-10-23,36,15.2,12.6,18.3,64.7,773,30844,13.3,6.4,124,68,140,1.3,5.8,4.01
4,Tomato,Heirloom,13-03-23,30-05-23,78,27.6,26.1,30.7,74.6,805,30165,11.5,7.9,193,74,159,3.5,6.5,13.48
2,Tomato,Cherry,25-11-23,15-02-24,82,26.3,24.7,28.5,81.9,809,20052,10,6,234,60,198,,7.1,18.08
2,Tomato,Beefsteak,23-09-23,01-12-23,69,24.6,21.5,26.5,73.7,935,29647,11.8,9.1,207,114,162,1.8,6.4,15.36
3,Tomato,Heirloom,31-07-23,21-10-23,82,27.8,26.5,30.3,84.4,778,40822,15.1,6.8,178,80,160,0,5.9,19.29
2,Lettuce,Romaine,15-08-23,18-09-23,34,15.2,13.8,18.4,75.9,902,22928,14.3,5.7,100,69,137,1.2,6.4,7.81
5,Lettuce,Romaine,25-02-23,31-03-23,34,17.1,15.5,18.7,73.2,778,26602,10.4,4.5,87,60,122,2.4,,8.56
4,Cucumber,Pickling,17-12-23,10-02-24,55,23.9,21.5,25,74.7,1059,15643,10,9.4,187,42,173,3.5,6,8.04
5,Tomato,Cherry,24-12-23,14-03-24,81,22.4,19.8,24.1,83.7,605,24126,10,5.3,246,77,242,0.2,6.7,16.81
3,Tomato,Beefsteak,18-03-23,29-05-23,72,27.2,25.6,29.6,78.6,751,30159,11.8,8,,,,3.2,5.2,11.52
2,Cucumber,English,10-06-23,05-08-23,56,26.3,24,28.5,69.7,592,41074,15.9,8.9,172,93,196,1.3,5.5,11.3
4,Cucumber,English,01-11-23,29-12-23,58,21.8,19.6,23.4,73.9,730,24223,10,3.8,135,91,195,3.2,6.4,10.16
2,Pepper,Habanero,28-04-23,12-07-23,75,24.8,23,26.5,66,1054,30377,14.4,6.4,128,46,144,4.8,6.4,5.71
4,Lettuce,Butterhead,21-09-23,30-10-23,39,21.2,19.8,22.7,70.3,812,39516,11.9,7.1,148,39,144,1.7,5.3,10.8
4,Lettuce,Iceberg,20-07-23,30-08-23,41,21.7,20.6,23.2,63.9,887,33349,15.5,6.8,95,56,148,2.2,6.8,5.94
2,Cucumber,Slicing,24-07-23,17-09-23,55,21.7,20.3,23.6,89.1,802,40989,15.3,6.4,105,82,184,4.3,6.2,15.62
3,Tomato,Roma,23-12-23,04-03-24,72,28,24.4,31.4,85.3,715,21739,10,11.3,231,104,234,5.2,6.5,10.74
4,Cucumber,English,03-12-23,31-01-24,59,25.4,23.7,28.2,79.1,744,24433,10,4.6,132,87,174,0.5,6,13.5
3,Tomato,Beefsteak,19-03-23,08-06-23,81,23,19.5,25.1,73.1,893,28753,11.9,8.5,160,86,153,4.6,6.4,10.56
5,Tomato,Beefsteak,06-04-23,29-06-23,84,26.3,24.1,27.4,74.9,541,28979,13.1,10,,,,0.3,6.9,13.59
3,Tomato,Cherry,06-08-23,14-10-23,69,25.6,23.5,26.9,76,592,34519,14.8,7.7,192,66,194,1.4,5.7,15.78
1,Lettuce,Butterhead,13-10-23,21-11-23,39,16.4,15.2,19.6,81.5,820,28119,10.4,4.9,97,49,127,0,6,10.84
5,Tomato,Cherry,24-12-23,07-03-24,74,25.3,23.9,26.3,67.8,843,26983,10,11.4,187,71,184,0.2,6.2,10.52
3,Cucumber,Pickling,25-12-23,20-02-24,57,23.3,19.5,24.7,85.2,777,18616,10,5.1,103,74,182,2.1,6,12.19
3,Tomato,Cherry,20-02-23,02-05-23,71,23.5,20.8,25.4,72.5,727,28451,10.1,6.6,241,73,170,1.6,6.8,19.03
4,Lettuce,Iceberg,15-06-23,01-08-23,47,23.2,22.1,24.6,55.4,772,37895,16,7.2,128,68,120,0,6.8,7.09
2,Lettuce,Iceberg,16-11-23,21-12-23,35,19.5,17.5,23.1,64.6,1131,31013,10,6.5,101,67,127,3.8,6.6,6.3
1,Cucumber,Slicing,27-03-23,28-05-23,62,28.2,26,30.2,80.2,722,26185,12.4,7.5,198,42,130,0.9,6.5,9.8
3,Cucumber,English,23-03-23,16-05-23,54,22.1,20.3,24.4,84,543,30000,12.1,7.3,181,97,185,2.1,7.2,9.64
3,Tomato,Roma,20-11-23,06-02-24,78,25.6,24.1,29,63.2,907,26430,10,7.7,196,101,165,3.7,6.8,15.16
5,Tomato,Heirloom,19-10-23,10-01-24,83,26.6,24,28,71.6,973,24708,10.1,6.3,231,64,209,2.8,7.3,16.79
1,Cucumber,English,06-05-23,25-06-23,50,,,,,,,14.8,10.8,198,66,124,1.6,6.4,10.01
5,Tomato,Heirloom,15-04-23,10-07-23,86,26.2,24,27.5,79.6,604,34629,13.7,9,215,106,207,3.8,6.7,13
5,Cucumber,English,19-06-23,14-08-23,56,21.7,20.1,24.7,75.3,910,40493,16,3.8,194,80,129,4.2,5.6,13.42
2,Tomato,Cherry,10-12-23,14-02-24,66,24.3,21.8,26.7,72,817,19319,10,5.6,234,85,171,0,7.7,23.07
2,Pepper,Jalapeno,18-04-23,24-07-23,97,25,22.9,28.1,59.3,586,28484,13.9,6,136,46,188,0.3,,11.74
5,Cucumber,Pickling,04-10-23,07-12-23,64,25.8,22.4,28,70,625,18794,11,9.3,,,,1.5,6.6,7.57
1,Cucumber,Slicing,26-08-23,22-10-23,57,28.6,27.5,30.1,67.2,923,33948,13.6,7.5,129,48,151,4,6.8,11
5,Cucumber,Slicing,06-11-23,26-12-23,50,24.7,22.6,26.7,77.2,974,27034,10,6,155,85,167,4.1,6.5,8.48
1,Cucumber,Slicing,27-05-23,31-07-23,65,23.3,22.2,24.9,88.1,728,35618,15.7,5.1,,,,2,6.3,17.52
4,Cucumber,Slicing,09-04-23,07-06-23,59,24,21.7,26.9,67.3,681,34500,13.3,8.3,191,82,151,2.1,6.2,13.04
2,Tomato,Roma,26-12-23,25-03-24,90,24.8,23.3,26.5,82.3,819,23938,10,4.3,230,116,225,0,7.2,20.13
4,Tomato,Roma,06-09-23,10-11-23,65,27.6,25,29.2,66,,43609,12.9,9.6,216,105,220,2.4,7,15.04
1,Cucumber,Pickling,22-07-23,25-09-23,65,22.6,20.2,25.5,82.3,616,40928,15.4,9.5,138,67,200,0,7.1,12.17
4,Cucumber,Slicing,08-03-23,17-05-23,70,23.9,22.3,25.6,91.2,1041,30016,11.1,8.6,152,66,188,0.4,6.8,8.27
3,Tomato,Roma,08-07-23,26-09-23,80,25.2,22.7,26.3,71,962,49928,15.8,8.6,164,85,207,3.8,6,13.26
3,Cucumber,English,22-11-23,19-01-24,58,24.1,21.2,27.3,74.5,963,22182,10,6.7,193,82,184,1.5,6.6,9.41
3,Cucumber,Slicing,20-01-23,13-03-23,52,24.1,20.5,25.8,69,1016,21912,10,7.5,192,77,178,0.3,6.2,9.93
5,Tomato,Beefsteak,20-12-23,07-03-24,78,23.3,20.8,26.8,79.1,730,19979,10,7.1,175,103,154,0.8,6.3,17.21
4,Cucumber,Slicing,31-03-23,30-05-23,60,25.1,23.2,26.8,84.1,890,33387,12.7,8.3,137,78,136,0,6.4,9.98
4,Tomato,Roma,12-05-23,25-07-23,74,,,,,,,15.1,5.9,194,99,174,0,6.2,21.56
5,Tomato,Heirloom,23-09-23,14-12-23,82,28.5,24.7,31.8,82.3,835,31386,11.8,9.8,200,114,150,3.5,6.6,13.93
1,Lettuce,Butterhead,16-08-23,27-09-23,42,17.3,16,21,68.2,700,37879,14.2,7.5,127,54,82,0.9,6.6,7.41
1,Cucumber,English,13-03-23,17-05-23,65,25.1,23.9,26.2,85.7,631,24954,11.5,6.5,135,47,149,2.4,7.3,8.12
1,Lettuce,Romaine,13-04-23,23-05-23,40,15.8,14.1,18.8,71.4,766,31917,13.5,3.1,90,42,81,2.5,5.6,9.67
4,Tomato,Heirloom,05-04-23,12-06-23,68,22.8,20.9,24.8,82.5,783,37053,13,9.4,245,95,178,3.1,7.2,16.76
3,Tomato,Beefsteak,15-09-23,14-11-23,60,20.7,18.3,22.6,92.5,510,33628,12.3,8.4,239,57,250,0.6,5.4,14.83
4,Cucumber,English,06-08-23,05-10-23,60,28.2,26.8,29.2,76.8,961,39413,14.8,7,151,43,200,0.3,7.3,12.06
4,Pepper,Jalapeno,31-03-23,10-06-23,71,26.9,25.5,27.9,78.8,1025,29682,12.7,5.5,183,63,183,1.8,7.1,11.18
4,Cucumber,English,15-11-23,05-01-24,51,28,26.8,29.4,71.9,856,28056,10,11,122,56,129,3.4,6.2,9.13
4,Pepper,Bell,10-02-23,21-04-23,70,24.7,21.8,25.8,64.7,814,29686,10,5.8,148,58,152,3.1,,6.47
1,Cucumber,Slicing,23-06-23,13-08-23,51,25.2,23.6,26.3,74.6,1017,36639,16,8.1,,,,0.4,6.7,6.29
1,Cucumber,Slicing,13-08-23,11-10-23,59,25.6,24.1,27.8,77.5,579,37127,14.4,6.6,148,70,128,1.1,7.8,14.81
1,Lettuce,Iceberg,22-08-23,26-09-23,35,17.1,16,18.3,75,1014,32994,13.9,4.7,142,62,114,0.8,6.5,8.43
2,Cucumber,Slicing,30-05-23,25-07-23,56,26.5,25.1,28.2,79.2,928,41693,15.7,7.5,,,,0.7,6.1,11.66
4,Pepper,Habanero,26-12-23,13-03-24,78,26.7,24.1,30.1,72.8,749,23045,10,6.1,193,62,141,0.4,6.6,13.66
2,Cucumber,Slicing,22-04-23,24-06-23,63,24.5,22.7,25.8,76.2,899,33750,14.1,8.8,121,78,148,5,6.7,9.74
4,Tomato,Roma,02-02-23,26-04-23,83,23.2,21.5,25.4,73.3,776,20318,10,5.9,157,83,211,0.3,7.1,16.71
2,Tomato,Roma,16-02-23,04-05-23,77,,,,,,,10,3.4,160,55,185,1.8,6.3,18.94
4,Lettuce,Butterhead,11-09-23,16-10-23,35,15.2,13.3,16.4,64.4,1094,35723,12.6,2.9,104,39,124,1.5,6.6,7.36
3,Tomato,Beefsteak,26-10-23,31-12-23,66,26.2,23.9,28.1,72.5,750,24193,10,9.4,230,106,184,2.3,6.3,12.41
5,Lettuce,Butterhead,01-05-23,02-06-23,32,18.7,17.1,20.9,74.2,1016,42406,14.6,4.8,,,,0.2,6.4,11.91
5,Tomato,Roma,21-10-23,23-12-23,63,29.2,26.4,31.4,74.2,722,17445,10,7.3,197,102,178,,6.8,11.52
5,Cucumber,English,21-07-23,11-09-23,52,27,25.6,28.6,82.9,712,47994,15.5,9.7,199,93,123,0.4,6.8,12.58
4,Tomato,Roma,18-01-23,20-03-23,61,24.3,22.7,26.1,72.4,843,21535,10,4.3,191,71,225,1.7,6.4,21.71
5,Lettuce,Romaine,09-07-23,27-08-23,49,20,18,23,73.5,422,36294,15.8,3.8,137,52,94,0,7.5,8.41
1,Tomato,Roma,14-12-23,20-02-24,68,26,24,28.9,68.3,606,25303,10,7,162,72,213,4.3,6.5,13.49
2,Lettuce,Romaine,04-09-23,17-10-23,43,18.8,17,21.1,71.9,657,38605,13.1,6.5,124,67,101,0.6,5.7,5.37
1,Cucumber,English,02-05-23,21-06-23,50,24.9,23.4,25.9,64.4,623,40301,14.6,8.8,148,81,163,2.7,6.5,10.07
3,Cucumber,English,15-09-23,21-11-23,67,25.8,24.6,28.4,82.1,1088,29079,12.3,9.7,105,61,195,0.3,,6.79
2,Pepper,Habanero,29-04-23,06-08-23,99,27.5,24.4,30.7,78.9,718,36321,14.5,9.7,162,84,184,1.2,5.9,5.92
1,Lettuce,Iceberg,10-07-23,23-08-23,44,19,16.8,20.9,59.5,584,36932,15.8,3.6,83,53,123,0.1,6.7,4.39
4,Cucumber,English,10-02-23,15-04-23,64,24,22.9,26.1,90.7,990,25901,10,7.8,172,71,129,0,,8.44
2,Cucumber,English,23-06-23,01-09-23,70,23.2,21.2,24.7,80.5,548,39899,16,7.5,119,86,136,3.1,6.2,6.17
4,Cucumber,Pickling,06-12-23,27-01-24,52,26,24.8,27.2,69.4,662,24310,10,10.5,139,54,133,1.4,6.6,9.48
4,Cucumber,English,10-11-23,07-01-24,58,27.2,24.9,29.4,76.9,826,16134,10,9.3,103,68,174,1.2,7.1,6.02
4,Tomato,Cherry,30-04-23,15-07-23,76,26.4,24.9,29.2,73,860,37127,14.5,9.8,202,77,208,1,6.3,13.78
1,Tomato,Beefsteak,13-04-23,16-06-23,64,26.5,25.2,27.9,74.6,783,34043,13.5,7.1,186,57,220,1.8,6.6,15.34
2,Lettuce,Iceberg,22-12-23,31-01-24,40,15.4,13.9,17.1,59.3,693,13888,10,3.8,150,53,128,3.6,6.2,5.71
1,Lettuce,Butterhead,25-02-23,10-04-23,44,20.4,19.1,21.5,77.3,355,23132,10.4,7.9,124,31,135,0,6.7,10.64
4,Cucumber,Slicing,09-02-23,17-04-23,67,24.9,22.8,26.1,77.9,880,20370,10,10.9,159,75,137,0.6,6.2,6.5
4,Tomato,Beefsteak,25-05-23,17-08-23,84,22.7,21.2,24.4,73.1,677,31174,15.6,8.5,180,74,160,3.1,,11.63
2,Lettuce,Iceberg,21-03-23,27-04-23,37,21.7,18.7,23.1,77.7,559,36714,12,7.4,131,37,114,3.8,6,4.76
4,Cucumber,English,21-05-23,21-07-23,61,25.7,24.5,27.6,66.5,755,35387,15.5,6.8,190,72,185,4.3,7,11.76
2,Lettuce,Iceberg,21-06-23,08-08-23,48,17.7,16.4,19.3,71.5,1067,42395,16,6,93,51,121,0.6,,5.1
3,Cucumber,Pickling,25-11-23,16-01-24,52,22.2,20.2,24.6,66.8,804,24710,10,8,173,46,133,1.7,5.3,9.47
1,Tomato,Heirloom,25-05-23,23-08-23,90,22.6,19.9,24.3,74.9,798,41753,15.6,8.3,238,106,180,0.5,6.5,22.75
3,Cucumber,Pickling,24-08-23,29-10-23,66,21.7,20,23.3,75.2,968,44478,13.8,5.9,,,,,6.7,17.81
5,Lettuce,Leaf,06-07-23,15-08-23,40,17.3,15.2,19.5,78.6,695,45999,15.9,5.2,145,55,104,0,6.1,8.83
3,Tomato,Heirloom,25-08-23,18-11-23,85,25.6,22.6,27.7,88,379,28654,13.7,4.8,226,67,158,3.8,6.9,22.16
1,Tomato,Cherry,22-01-23,08-04-23,76,24,21.3,26,69.3,826,9631,10,9.2,,,,1.4,6.5,11.81
3,Tomato,Beefsteak,22-12-23,03-03-24,72,27.3,23.9,28.4,80.5,558,16664,10,6.8,,,,0,7.1,18.27
2,Cucumber,English,27-11-23,27-01-24,61,18.6,17.3,20.4,76.6,781,16772,10,3.9,,,,1.1,5.9,11.2
3,Pepper,Bell,02-07-23,24-09-23,84,22.8,21.2,24.4,76.8,999,43217,15.9,7.9,133,65,140,1.9,6.8,8.29
4,Lettuce,Leaf,20-09-23,03-11-23,44,18.8,17.6,20.6,72,534,27008,12,6.4,,,,1.8,6.2,5.37
1,Pepper,Jalapeno,01-05-23,23-07-23,83,27,25.9,29.9,64.9,1054,44316,14.6,10.3,181,60,122,0.8,6.1,4.88
4,Cucumber,Slicing,11-08-23,02-10-23,52,26.2,25.1,27.5,90.3,830,35798,14.5,9,126,76,190,3.6,7.3,8.1
2,Cucumber,Slicing,16-03-23,23-05-23,68,20.4,18.2,22.5,80.2,757,26536,11.7,6.3,194,70,190,2.6,6.7,11
4,Tomato,Beefsteak,06-06-23,21-08-23,76,24.4,22.7,25.5,75.6,1040,24857,15.9,7.3,205,91,187,0.1,6.9,16.91
5,Tomato,Heirloom,29-09-23,24-12-23,86,24.4,22.9,25.9,73.4,512,30116,11.3,5.5,240,86,206,0,7.5,24.04
2,Lettuce,Romaine,28-12-23,13-02-24,47,18.5,17.2,19.8,86.6,555,16588,10,5.1,116,62,141,3.9,7.1,11.11
5,Cucumber,English,04-12-23,25-01-24,53,22.1,21,24,90.9,858,25330,10,6.7,164,65,192,3.2,7,10.62
3,Cucumber,Pickling,14-04-23,19-06-23,66,24.6,22.1,26.1,93.6,664,28543,13.6,7.2,100,73,165,3.5,6.1,11.67
4,Lettuce,Butterhead,09-09-23,19-10-23,40,20.9,17.8,23.9,60.8,619,39772,12.7,4.2,112,38,123,3.6,6.7,7.65
2,Pepper,Bell,02-09-23,05-12-23,94,26.3,24.1,27.4,92.9,842,38612,13.2,5.5,160,66,123,0,6.7,18.19
4,Cucumber,Slicing,22-12-23,20-02-24,60,,,,,,,10,7,195,65,139,1,6.8,8.02
1,Cucumber,English,07-02-23,03-04-23,55,19.4,18,20.7,78.7,673,17341,10,5.6,115,93,158,4.9,7.1,13.35
2,Tomato,Roma,11-01-23,07-04-23,86,25.7,24.6,26.9,87.6,696,26040,10,7.3,174,68,187,3.2,6.3,17.78
5,Lettuce,Butterhead,02-05-23,07-06-23,36,19.7,17.3,21.9,71.5,644,38469,14.6,6.5,137,39,115,2.7,6.7,11.16
2,Cucumber,Slicing,03-08-23,03-10-23,61,24,22.9,26.4,77.1,1191,37774,14.9,9.3,107,47,138,0,6.2,12.17
4,Tomato,Cherry,05-11-23,24-01-24,80,28.5,26.1,31.6,81.9,960,15306,10,7.8,183,101,190,0.9,6.5,12.98
4,Lettuce,Butterhead,01-12-23,08-01-24,38,17.2,14.9,19.9,60.3,464,30403,10,3.2,100,61,112,5.2,6.1,1.57
3,Lettuce,Butterhead,23-07-23,06-09-23,45,17,15,18.9,71.6,903,30777,15.4,5.4,100,42,105,1.7,7.1,6.3
2,Tomato,Roma,26-10-23,22-01-24,88,22.6,20.4,25.3,78.3,835,20365,10,5.1,194,56,195,0,7.4,19.2
3,Tomato,Cherry,18-09-23,06-12-23,79,21.7,19.4,23.5,80,743,21619,12.1,7.6,250,64,214,0.9,5.4,17.33
3,Cucumber,Pickling,24-05-23,18-07-23,55,24.5,23.3,26.7,80.5,727,40050,15.6,4.9,,,,3.4,6.2,15.54
4,Tomato,Heirloom,31-05-23,18-08-23,79,26.9,25.1,29.7,84.4,1137,48678,15.8,8.9,230,107,173,3.5,6.9,15.65
4,Cucumber,Slicing,31-08-23,01-11-23,62,24.1,23.1,27.6,69.1,799,36779,13.3,7.8,161,84,199,1.1,6.2,12.12
1,Tomato,Beefsteak,10-11-23,21-01-24,72,21,19.9,22.4,68.3,762,21307,10,9.2,204,51,171,4.8,5.7,11.69
1,Tomato,Beefsteak,19-04-23,11-07-23,83,26.5,25,28.1,89,746,26157,13.9,9.2,209,98,187,0.6,7,12.18
4,Cucumber,Slicing,17-01-23,16-03-23,58,,,,,,,10,4.4,,,,4.1,6.3,14.42
2,Tomato,Beefsteak,12-02-23,28-04-23,75,29.3,27.3,30.9,72,978,33428,10,7.2,192,94,241,0,6.1,15.77
3,Pepper,Bell,18-08-23,19-11-23,93,26.5,25.8,27.7,71.3,758,37909,14,7.5,167,41,170,0,6.7,10.13
5,Lettuce,Romaine,31-10-23,13-12-23,43,15.1,13.1,17.2,79.2,701,28305,10,7.1,117,61,84,3.1,,8.66
5,Tomato,Roma,02-01-23,17-03-23,74,,,,,,,10.2,4.5,171,65,173,0.7,6.4,16.43
4,Cucumber,Slicing,02-06-23,30-07-23,58,26.3,23.8,28.1,88.9,784,39204,15.8,6.8,,,,2.5,6.8,10.88
2,Tomato,Cherry,02-02-23,28-04-23,85,26.5,24.2,29.5,72.7,616,27530,10,9.9,219,82,157,2.5,6.2,13.82
1,Tomato,Cherry,05-09-23,08-11-23,64,27.8,26.4,29.6,77.3,863,33800,13,9.2,172,77,221,1,6.9,11.62
1,Tomato,Beefsteak,26-12-23,05-03-24,70,26.7,25.4,28,65.3,993,21654,10,8.8,196,116,240,0,6.5,10.37
2,Tomato,Heirloom,27-09-23,14-12-23,78,24.1,22.6,25.3,85.9,964,32478,11.5,6.7,159,66,221,4.6,6.2,18.53
2,Tomato,Beefsteak,05-07-23,14-09-23,71,23.3,20.9,24.8,64.3,885,40192,15.9,8.4,151,95,241,0.1,6.2,15.81
3,Pepper,Jalapeno,22-12-23,11-03-24,80,23.9,22.6,25.4,68,788,22222,10,6.1,133,80,169,0.1,5.8,11.79
5,Tomato,Beefsteak,02-11-23,27-01-24,86,24,22.9,25.2,81.3,786,23232,10,7.5,225,51,215,2.3,,16.44
4,Lettuce,Butterhead,26-08-23,02-10-23,37,19.7,17.2,22.2,65.6,819,31350,13.6,4,,,,0.6,6.8,8.88
1,Pepper,Habanero,16-11-23,06-02-24,82,28.6,26.3,31.2,77.6,1014,26326,10,7.7,174,88,193,2.4,7.5,4.2
3,Cucumber,Pickling,24-01-23,21-03-23,56,23.6,21.9,24.8,77,800,20995,10,6.9,169,56,149,2.3,6.6,16.17
1,Tomato,Heirloom,26-06-23,08-09-23,73,22.4,19.6,23.9,70.8,811,31127,16.1,7.7,218,105,196,1.5,6.6,21.08
2,Cucumber,Slicing,30-03-23,27-05-23,58,20.8,18.5,22.7,70,812,35017,12.6,5.3,119,80,198,0.9,6.6,10.74
2,Lettuce,Leaf,16-12-23,01-02-24,47,16.4,15.3,17.8,72.5,815,26178,10,4.7,84,48,113,0.8,7.2,13.46
2,Cucumber,Slicing,20-08-23,11-10-23,52,24.4,22.9,25.6,87.2,844,37362,14,5.9,179,54,163,0,6.8,16.26
2,Tomato,Roma,08-04-23,08-06-23,61,25.4,23.8,27.6,74.8,782,39627,13.2,6.6,247,111,190,4,,20
1,Tomato,Beefsteak,22-09-23,01-12-23,70,29.8,28.5,32.9,76.9,903,28890,11.8,11.3,243,101,155,2.4,6.8,13.49
1,Lettuce,Romaine,18-02-23,23-03-23,33,18.7,17.6,20.4,64.2,817,30688,10,6.1,120,60,138,0.7,,7.95
5,Cucumber,Slicing,21-12-23,19-02-24,60,29,27.5,30.3,64.5,507,27097,10,11.5,134,80,161,4.3,6.3,4.55
1,Cucumber,Pickling,27-12-23,15-02-24,50,25.9,25.2,27.7,96.1,787,28125,10,8.2,167,58,183,2,5.9,9.55
2,Cucumber,English,26-12-23,01-03-24,66,23.2,22,24.8,79.3,811,25439,10,5.5,199,85,139,1.2,5.8,16.87
1,Tomato,Cherry,08-09-23,11-11-23,64,26.8,24.3,29.6,65,779,24975,12.8,7.8,232,59,175,4.1,6.8,12.05
1,Cucumber,Pickling,20-08-23,14-10-23,55,24.2,22.7,25.6,96.3,1037,39590,14,5.8,125,69,186,1.3,6.8,14.86
5,Pepper,Bell,24-02-23,21-05-23,86,27.3,24.7,28.7,54.5,895,18361,10.3,7.9,185,57,165,1.3,5.9,7.75
2,Lettuce,Iceberg,27-01-23,07-03-23,39,18.2,16.7,19.6,77.2,869,17629,10,7.4,116,61,120,1.5,7.6,5.58
3,Tomato,Roma,18-04-23,29-06-23,72,25.1,23.4,26.2,66.1,907,32119,13.9,7.9,213,54,218,3.6,6.5,18.31
5,Pepper,Habanero,21-06-23,22-09-23,93,30.6,29,32.6,62.9,880,29687,16,6.5,135,50,131,2.1,6.1,10.02
4,Cucumber,Pickling,03-03-23,23-04-23,51,24.6,23.5,26.8,79.9,494,25158,10.8,4,199,47,140,1.7,6.8,14.93
3,Cucumber,Pickling,24-03-23,31-05-23,68,22.5,21.1,24.2,78.3,1143,30042,12.2,6.8,136,43,193,1.9,6.4,12.84
2,Tomato,Beefsteak,29-06-23,12-09-23,75,,,,,,,16,9.9,201,99,244,1.5,7,16.73
3,Tomato,Beefsteak,14-04-23,04-07-23,81,24.6,23.4,27.4,78.2,715,25248,13.6,7.7,191,91,207,4.8,6.1,13.33
5,Tomato,Beefsteak,07-04-23,25-06-23,79,27.3,26.2,28.6,75.6,795,36404,13.2,6.2,,,,1.7,6.5,22.09
2,Lettuce,Butterhead,24-09-23,28-10-23,34,19.5,18,22.5,70.5,694,21479,11.7,5.8,129,34,119,0.6,6.5,8.39
3,Cucumber,Pickling,28-10-23,30-12-23,63,25.2,21.6,27.8,90.3,683,25385,10,5.5,191,93,171,1.3,6.1,13.36
5,Lettuce,Iceberg,20-01-23,08-03-23,47,14.1,10.8,16,62.9,546,19304,10,4.5,134,37,87,2.5,7,6.77
2,Cucumber,English,14-12-23,09-02-24,57,24.1,22.9,27.2,67.4,971,14833,10,5.9,,,,3.1,6.3,8.69
2,Tomato,Cherry,21-05-23,04-08-23,75,,,,,,,15.5,4.5,194,88,214,2.5,6.6,19.09
5,Cucumber,English,26-08-23,28-10-23,63,26.2,23.2,29.4,86.4,980,40574,13.5,10.4,138,54,127,1.9,6,10.84
5,Tomato,Heirloom,01-10-23,03-12-23,63,28.3,25.8,30.8,88.1,925,26541,11.2,5.7,215,57,235,2,6.7,20.96
4,Tomato,Heirloom,25-02-23,29-04-23,63,27.8,26,29.1,82.1,806,23894,10.4,6.7,203,54,191,0.3,6.7,17.14
1,Tomato,Cherry,14-08-23,24-10-23,71,24.1,22.8,26,73,747,25017,14.4,5.2,193,111,219,0,6.1,22.08
5,Cucumber,Pickling,11-06-23,14-08-23,64,29.3,28.1,31.5,74.1,754,41858,15.9,6.5,126,77,152,2.8,6.1,9.16
2,Tomato,Heirloom,03-06-23,28-08-23,86,23.5,21.1,25.2,67.5,723,34390,15.8,8.4,179,86,243,0,6.7,14.47
3,Tomato,Heirloom,26-02-23,19-05-23,82,24.8,22.8,26.1,77.8,817,18948,10.5,8.7,247,87,156,0.7,6.1,13.96
4,Lettuce,Butterhead,10-06-23,20-07-23,40,18.5,16.8,19.6,66.9,935,38582,15.9,4.8,137,49,106,1.1,7.4,8.97
4,Tomato,Roma,07-05-23,09-07-23,63,25.3,24.3,26.9,87,862,28418,14.9,5.6,195,80,157,1.4,6,20.09
4,Pepper,Habanero,04-06-23,11-09-23,99,28.4,26.8,29.7,81.9,981,39380,15.8,7,156,79,197,1.9,7,8.82
5,Lettuce,Leaf,10-02-23,13-03-23,31,15.6,13.1,16.9,66.7,958,27904,10,3.4,137,62,93,0.5,6.1,8.26
3,Tomato,Roma,09-02-23,02-05-23,82,29.2,27.1,30.5,65.7,686,18993,10,5.9,190,110,210,3.1,7,18.73
4,Cucumber,Pickling,12-12-23,12-02-24,62,22.9,20.7,24.3,77.7,462,17764,10,5.5,131,43,182,0.9,7,12.17
4,Cucumber,English,05-11-23,08-01-24,64,22.4,20.6,24.3,82,867,19692,10,7.6,143,98,184,1.4,5.6,8.41
1,Cucumber,Slicing,22-06-23,24-08-23,63,25,21.3,27.5,81.5,832,35525,16,7.4,,,,2,6.3,12.83
1,Tomato,Beefsteak,17-10-23,09-01-24,84,25.1,22.4,27.1,74.6,642,31248,10.2,6.7,163,62,152,3.3,6.8,18.06
5,Cucumber,English,07-10-23,29-11-23,53,26,23.5,28.8,78.9,826,21695,10.8,7.9,162,83,195,1.2,6.7,10.47
5,Cucumber,English,06-01-23,12-03-23,65,26.7,24.6,28.3,82.3,874,23281,10,7.9,135,73,137,0,6.5,9.45
5,Tomato,Roma,12-07-23,20-09-23,70,22.3,20.9,24.3,80.1,850,32133,15.7,5.9,210,56,152,,7.2,18.98
5,Pepper,Jalapeno,31-05-23,13-08-23,74,26,23.6,28.1,89.4,970,36740,15.8,8.9,149,40,148,0,5.9,4.79
4,Lettuce,Butterhead,04-07-23,10-08-23,37,16.7,14.5,19.5,51.3,567,37547,15.9,5.9,113,61,91,0,6.3,8.73
5,Cucumber,Pickling,29-06-23,01-09-23,64,25.7,22.8,26.7,70.3,1065,31338,16,9.9,158,77,152,1.5,7.2,5.37
5,Lettuce,Iceberg,15-01-23,26-02-23,42,20.3,19.1,21.5,77.5,851,24227,10,5.5,126,63,140,1,6.8,7.99
